PersonID,DIV_CDE,DEGR_CDE,DEGREE_DESC,DTE_DEGR_CONFERRED,MAJOR_1,MAJOR_1_DESC
3956750,UG,BS   ,Bachelor of Science,12/8/22,BSKEX,Kinesiology: Exercise Science
57646190,UG,BS   ,Bachelor of Science,2/29/20,BSN,Nursing
57648850,UG,BS   ,Bachelor of Science,4/26/19,BSFIN,Finance
57660820,UG,BS   ,Bachelor of Science,6/30/19,BSSMB,SPORT MANAGEMENT: BUSINESS
119003080,UG,BS   ,Bachelor of Science,6/28/22,BSBST,Business Studies
117832680,UG,BBA  ,Bachelor of Busi Admin,5/2/23,BBAMC,MARKETING & COMMUNICATION (SN)
76779570,UG,BS   ,Bachelor of Science,4/30/21,BSMNL,MINISTERIAL LEADERSHIP (SN)
77650720,UG,BS   ,Bachelor of Science,5/3/22,BSMLP,Ministerial Ldrsp: Pastoral Care & Counseling
93389940,UG,BS   ,Bachelor of Science,4/27/23,BSCSD,Communication Sciences & Disorders
93391270,UG,BS   ,Bachelor of Science,8/15/23,BSGRD,Graphic Design
93399250,UG,BS   ,Bachelor of Science,5/3/22,BSBST,Business Studies
93400580,UG,BS   ,Bachelor of Science,4/27/23,BSN,Nursing
93420530,UG,BS   ,Bachelor of Science,4/27/23,BPMFM,"CHILDREN YOUTH, & FAMILY MINISTRIES (PA-M)"
93423190,UG,BS   ,Bachelor of Science,12/8/22,BSN,Nursing
93428510,UG,BS   ,Bachelor of Science,5/2/23,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
66783290,UG,BBA  ,Bachelor of Busi Admin,8/20/20,BBA,Business Administration (SN)
66793930,UG,BS   ,Bachelor of Science,3/20/21,BSLDO,Organizational Leadership (SN)
66805900,UG,BS   ,Bachelor of Science,10/31/20,BSDMD,Digital Media & Design (SN)
66823190,UG,BS   ,Bachelor of Science,4/29/22,BSBST,Business Studies
57591660,UG,AML  ,Assoc Min Leadership,5/12/23,AML,Ministerial Leadership (SN)
57592990,UG,BS   ,Bachelor of Science,8/22/23,BPMTO,MINISTERIAL LEADERSHIP: BIBLICAL STUDIES (PA-O)
56244370,UG,BS   ,Bachelor of Science,4/26/19,BSFLM,Film Production
56245700,UG,BS   ,Bachelor of Science,7/31/18,BSCRM,Criminal Justice
47397210,UG,BS   ,Bachelor of Science,4/26/19,BSACT,Accounting
47398540,UG,BA   ,Bachelor of Arts,4/26/19,BAICS,INTERCULTURAL STUDIES
47399870,UG,BS   ,Bachelor of Science,4/24/20,BSN,Nursing
47403860,UG,BS   ,Bachelor of Science,4/26/19,BSFIN,Finance
47405190,UG,BS   ,Bachelor of Science,4/26/19,BSLDO,Organizational Leadership (SN)
57515850,UG,BS   ,Bachelor of Science,4/26/19,BSLGS,Legal Studies
57525160,UG,BSW  ,Bachelor of Social Work,4/26/19,BSW,Social Work
119621530,UG,BS   ,Bachelor of Science,8/22/23,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
76818140,UG,AML  ,Assoc Min Leadership,5/3/22,AAMLO,MINISTERIAL LEADERSHIP (SN)
76819470,UG,BS   ,Bachelor of Science,5/12/23,BSSMB,SPORT MANAGEMENT: BUSINESS
76832770,UG,BS   ,Bachelor of Science,5/2/23,BSPSO,PSYCHOLOGY (SN)
93436490,UG,BSW  ,Bachelor of Social Work,12/15/22,BSW,Social Work
93443140,UG,BS   ,Bachelor of Science,12/7/23,BMCM,Commercial Music
27967240,UG,BS   ,Bachelor of Science,12/17/20,BSMLB,Ministerial Leadership: Biblical Studies (SN)
93453780,UG,BSW  ,Bachelor of Social Work,12/7/23,BSW,Social Work
93456440,UG,BA   ,Bachelor of Arts,12/7/23,BAENG,ENGLISH
93460430,UG,BS   ,Bachelor of Science,12/7/23,BSN,Nursing
93463090,UG,BS   ,Bachelor of Science,5/3/22,BSFIN,Finance
93464420,UG,BS   ,Bachelor of Science,1/20/23,BSKEX,Kinesiology: Exercise Science
66867080,UG,BS   ,Bachelor of Science,12/13/19,BSN,Nursing
66872400,UG,BS   ,Bachelor of Science,4/30/21,BSN,Nursing
66875060,UG,BS   ,Bachelor of Science,12/10/20,BSN,Nursing
57527820,UG,BS   ,Bachelor of Science,4/26/19,BSKPT,Kinesiology: Pre-Physical Therapy
51800840,UG,BS   ,Bachelor of Science,7/31/18,BSCOM,COMMUNICATION
52638740,UG,BSW  ,Bachelor of Social Work,5/4/18,BSW,Social Work
118350050,UG,BBA  ,Bachelor of Busi Admin,12/12/23,BBA,Business Administration (SN)
119791770,UG,BS   ,Bachelor of Science,8/17/23,BSPSO,PSYCHOLOGY (SN)
119318290,UG,BS   ,Bachelor of Science,12/15/22,BPMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (PA-O)
76864690,UG,AML  ,Assoc Min Leadership,4/30/21,AML,Ministerial Leadership (SN)
76866020,UG,BBA  ,Bachelor of Busi Admin,12/10/21,BBA,Business Administration (SN)
76868680,UG,BS   ,Bachelor of Science,4/28/22,BSMKT,Marketing
93483040,UG,BA   ,Bachelor of Arts,5/2/23,BACOM,COMMUNICATION
93487030,UG,BSW  ,Bachelor of Social Work,12/12/23,BSW,Social Work
93488360,UG,BS   ,Bachelor of Science,4/30/21,BSMGT,Management
93502990,UG,BA   ,Bachelor of Arts,5/2/23,BACOM,COMMUNICATION
55863990,UG,BS   ,Bachelor of Science,4/26/19,BIOPR,BIOLOGY: PRE-MED
66877720,UG,BME  ,Bachelor of Music Educati,4/27/23,BMED,Music Education
56285600,UG,BS   ,Bachelor of Science,12/13/19,SDENG,Secondary English
56290920,UG,BS   ,Bachelor of Science,4/26/19,BSN,Nursing
56296240,UG,BS   ,Bachelor of Science,12/13/19,BSPMN,PRACTICAL MINISTRIES
55713700,UG,BS   ,Bachelor of Science,4/26/19,BSN,Nursing
55716360,UG,BSW  ,Bachelor of Social Work,12/14/18,BSW,Social Work
968240,UG,BS   ,Bachelor of Science,12/10/20,BSLDO,Organizational Leadership (SN)
970900,UG,BA   ,Bachelor of Arts,4/26/19,BAICS,INTERCULTURAL STUDIES
974890,UG,BS   ,Bachelor of Science,4/26/19,BSPMN,PRACTICAL MINISTRIES
976220,UG,BA   ,Bachelor of Arts,5/4/18,BAMMN,MISSIONAL MINISTRIES
119758520,UG,BS   ,Bachelor of Science,5/2/23,BSGS,General Studies
119444640,UG,BA   ,Bachelor of Arts,4/27/23,BACOM,COMMUNICATION
76907250,UG,BBA  ,Bachelor of Busi Admin,6/30/19,BBA,Business Administration (SN)
76911240,UG,BS   ,Bachelor of Science,4/24/20,BSKEX,Kinesiology: Exercise Science
76917890,UG,BS   ,Bachelor of Science,4/30/21,BSCOM,COMMUNICATION
76919220,UG,AML  ,Assoc Min Leadership,12/13/19,AML,Ministerial Leadership (SN)
76920550,UG,BS   ,Bachelor of Science,4/30/21,BSHUS,Human Services (SN)
76653220,UG,BS   ,Bachelor of Science,12/10/21,BSN,Nursing
51746310,UG,BS   ,Bachelor of Science,8/31/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
54281290,UG,BS   ,Bachelor of Science,8/31/18,BSCRO,Criminal Justice (SN)
54283950,UG,BS   ,Bachelor of Science,7/31/18,BSPSY,Psychology
54286610,UG,BA   ,Bachelor of Arts,4/26/19,BAWM,WORSHIP MINISTRIES
54290600,UG,BS   ,Bachelor of Science,12/13/19,BSLDR,Organizational Leadership
48485150,UG,BA   ,Bachelor of Arts,5/4/18,BAMDS,Multidisciplinary Studies
120106980,UG,BS   ,Bachelor of Science,5/2/23,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
76972420,UG,BS   ,Bachelor of Science,4/30/21,BSCRO,Criminal Justice (SN)
54294590,UG,BS   ,Bachelor of Science,7/10/20,BSPSO,PSYCHOLOGY (SN)
50919050,UG,BS   ,Bachelor of Science,8/31/18,BSPMN,PRACTICAL MINISTRIES
55007470,UG,BS   ,Bachelor of Science,5/4/18,BSFIN,Finance
53962090,UG,BSW  ,Bachelor of Social Work,5/4/18,BSW,Social Work
53963420,UG,BS   ,Bachelor of Science,5/4/18,BSACT,Accounting
22610,UG,BA   ,Bachelor of Arts,4/26/19,BAENG,ENGLISH
1911210,UG,BS   ,Bachelor of Science,4/24/20,BSMLX,MINISTERIAL LEADERSHIP (SN)
1913870,UG,BS   ,Bachelor of Science,12/13/19,BSMKT,Marketing
57103550,UG,BS   ,Bachelor of Science,5/4/18,BSCRM,Criminal Justice
57104880,UG,BS   ,Bachelor of Science,12/14/18,BSMGT,Management
86116170,UG,BS   ,Bachelor of Science,12/12/23,BSPSO,PSYCHOLOGY (SN)
77009660,UG,BBA  ,Bachelor of Busi Admin,12/13/19,BBA,Business Administration (SN)
77017640,UG,BS   ,Bachelor of Science,12/10/21,ELEMK,Elementary Education
53964750,UG,BS   ,Bachelor of Science,5/4/18,BSMAC,Mathematics: Actuarial
55024760,UG,BS   ,Bachelor of Science,12/13/19,BSBCT,BROADCASTING
4317180,UG,BS   ,Bachelor of Science,12/17/20,BSMLX,MINISTERIAL LEADERSHIP (SN)
68717110,UG,BS   ,Bachelor of Science,5/3/22,BSCRM,Criminal Justice
95037810,UG,AML  ,Assoc Min Leadership,8/23/22,AAMLO,MINISTERIAL LEADERSHIP (SN)
55730990,UG,BS   ,Bachelor of Science,5/4/18,BSLDR,Organizational Leadership
55732320,UG,BS   ,Bachelor of Science,5/4/18,BSINB,International Business
49825790,UG,BS   ,Bachelor of Science,5/4/18,BIOPR,BIOLOGY: PRE-MED
49828450,UG,BS   ,Bachelor of Science,4/26/19,BSN,Nursing
49833770,UG,BS   ,Bachelor of Science,8/31/18,BSCOM,COMMUNICATION
82958750,UG,BS   ,Bachelor of Science,6/27/23,BSHUS,Human Services (SN)
77044240,UG,BS   ,Bachelor of Science,7/12/23,BSMNL,MINISTERIAL LEADERSHIP (SN)
77045570,UG,BS   ,Bachelor of Science,3/10/21,BSPMN,PRACTICAL MINISTRIES
77052220,UG,BS   ,Bachelor of Science,4/30/21,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
35393960,UG,BS   ,Bachelor of Science,12/15/22,BSMBO,MINISTERIAL LEADERSHIP: BIBLICAL STUDIES (SN)
17198230,UG,BS   ,Bachelor of Science,4/26/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
120209390,UG,BS   ,Bachelor of Science,4/27/23,BSTHM,Tourism & Hospitality Management
77092120,UG,BS   ,Bachelor of Science,12/10/21,BSMUB,MUSIC BUSINESS
46879840,UG,BS   ,Bachelor of Science,5/4/18,BSN,Nursing
53317040,UG,BS   ,Bachelor of Science,4/24/20,BSPSO,PSYCHOLOGY (SN)
57872290,UG,BA   ,Bachelor of Arts,4/26/19,BAENG,ENGLISH
57876280,UG,BS   ,Bachelor of Science,10/31/18,ELEMK,Elementary Education
57878940,UG,BS   ,Bachelor of Science,4/26/19,BSN,Nursing
95079040,UG,AML  ,Assoc Min Leadership,5/2/23,AAMLO,MINISTERIAL LEADERSHIP (SN)
57248520,UG,BS   ,Bachelor of Science,5/4/18,BSBIO,General Biology
985530,UG,BS   ,Bachelor of Science,4/26/19,BSCOM,COMMUNICATION
990850,UG,BS   ,Bachelor of Science,5/4/18,BSFIN,Finance
45801210,UG,BS   ,Bachelor of Science,2/28/21,BSBIM,Biology: Medical Sciences
119940730,UG,BS   ,Bachelor of Science,5/2/23,BSGRD,Graphic Design
119988610,UG,BS   ,Bachelor of Science,12/7/23,BSN,Nursing
49670180,UG,BS   ,Bachelor of Science,12/14/18,BSCHM,CHURCH MUSIC
54666990,UG,BS   ,Bachelor of Science,5/4/18,SDENG,Secondary English
54670980,UG,BA   ,Bachelor of Arts,12/13/19,BAMDS,Multidisciplinary Studies
95112290,UG,BS   ,Bachelor of Science,8/23/22,BSPLS,Political Science
91021210,UG,BS   ,Bachelor of Science,12/8/22,BSGS,General Studies
95150860,UG,BS   ,Bachelor of Science,12/15/22,BSBPL,Business & Professional Leadership (SN)
68109300,UG,AA   ,Associate of Arts,6/30/20,AAGN,General Education
68119940,UG,BS   ,Bachelor of Science,3/7/23,BSLDO,Organizational Leadership (SN)
68121270,UG,BBA  ,Bachelor of Busi Admin,4/24/20,BBA,Business Administration (SN)
68127920,UG,BS   ,Bachelor of Science,9/1/21,BSMNL,MINISTERIAL LEADERSHIP (SN)
48157970,UG,BS   ,Bachelor of Science,4/24/20,BSPMN,PRACTICAL MINISTRIES
47610010,UG,BS   ,Bachelor of Science,5/4/18,BSPSY,Psychology
35782320,UG,BS   ,Bachelor of Science,3/31/19,BSLDO,Organizational Leadership (SN)
84521500,UG,BS   ,Bachelor of Science,12/12/23,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
118364680,UG,BS   ,Bachelor of Science,3/7/23,BSKEX,Kinesiology: Exercise Science
77161280,UG,BS   ,Bachelor of Science,5/2/23,BSLGS,Legal Studies
54216120,UG,BS   ,Bachelor of Science,5/4/18,BSKPT,Kinesiology: Pre-Physical Therapy
54220110,UG,BS   ,Bachelor of Science,4/24/20,BSPSO,PSYCHOLOGY (SN)
54221440,UG,BS   ,Bachelor of Science,5/4/18,BSACT,Accounting
95157510,UG,ACM  ,Assoc Christian Ministry,5/13/22,ACM,Christian Ministry (SN)
95186770,UG,BS   ,Bachelor of Science,12/10/21,ELEMK,Elementary Education
68137230,UG,BS   ,Bachelor of Science,4/24/20,BSLDO,Organizational Leadership (SN)
68166490,UG,BS   ,Bachelor of Science,12/10/21,BSPSY,Psychology
68177130,UG,BS   ,Bachelor of Science,12/10/21,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
48090140,UG,BS   ,Bachelor of Science,1/31/18,ELEMK,Elementary Education
48098120,UG,AA   ,Associate of Arts,8/10/21,AAGN,General Education
47612670,UG,BS   ,Bachelor of Science,6/30/19,BSFLM,Film Production
120238650,UG,BS   ,Bachelor of Science,12/12/23,BSFLM,Film Production
77201180,UG,BS   ,Bachelor of Science,8/20/20,BSMNL,MINISTERIAL LEADERSHIP (SN)
47204360,UG,BS   ,Bachelor of Science,8/31/18,BSBPL,Business & Professional Leadership (SN)
47205690,UG,BM   ,Bachelor of Music,10/31/19,BMPV,MUSIC PERFORMANCE: VOCAL
46713590,UG,BS   ,Bachelor of Science,4/26/19,BSHUS,Human Services (SN)
95188100,UG,BS   ,Bachelor of Science,4/27/23,BSN,Nursing
95189430,UG,BS   ,Bachelor of Science,8/22/23,BSGSU,GENERAL STUDIES (SN)
95193420,UG,AA   ,Associate of Arts,12/10/21,AAGN,General Education
95194750,UG,BS   ,Bachelor of Science,12/12/23,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
95196080,UG,BS   ,Bachelor of Science,5/2/23,BSMC,"MINISTRY: CHILDREN, YOUTH, & FAMILY MINISTRY"
95218690,UG,BS   ,Bachelor of Science,10/31/23,BSMLM,Ministerial Leadership: Christian Ministry (SN)
68182450,UG,BS   ,Bachelor of Science,4/26/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
68190430,UG,BS   ,Bachelor of Science,4/30/21,BSCSD,Communication Sciences & Disorders
68194420,UG,BS   ,Bachelor of Science,4/24/20,BSKEX,Kinesiology: Exercise Science
46994220,UG,BA   ,Bachelor of Arts,12/13/19,BAENG,ENGLISH
50994860,UG,BS   ,Bachelor of Science,6/30/19,BSPMN,PRACTICAL MINISTRIES
50997520,UG,BA   ,Bachelor of Arts,10/31/19,BAEIC,ENGLISH & INTERCULTURAL STUDIES
119552370,UG,BS   ,Bachelor of Science,10/17/23,BSMBO,MINISTERIAL LEADERSHIP: BIBLICAL STUDIES (SN)
77239750,UG,BS   ,Bachelor of Science,4/24/20,BSKEX,Kinesiology: Exercise Science
77242410,UG,BM   ,Bachelor of Music,4/30/21,BMPI,MUSIC PERFORMANCE: INSTRUMENTAL
77251720,UG,BS   ,Bachelor of Science,4/27/23,BSCJS,Criminal Justice & Legal Studies
68248950,UG,BS   ,Bachelor of Science,4/29/22,BSCMS,Communication & Mass Media (SN)
52360770,UG,BS   ,Bachelor of Science,12/13/19,ELEMK,Elementary Education
48961290,UG,BS   ,Bachelor of Science,5/4/18,BSCOM,COMMUNICATION
56628740,UG,BS   ,Bachelor of Science,12/14/18,BSN,Nursing
50553300,UG,BS   ,Bachelor of Science,5/4/18,BSLGS,Legal Studies
83424250,UG,BS   ,Bachelor of Science,9/13/21,BSLDR,Organizational Leadership
86932790,UG,BA   ,Bachelor of Arts,4/30/21,BAPR,PUBLIC RELATIONS
120797250,UG,BS   ,Bachelor of Science,12/12/23,BPMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (PA-O)
95269230,UG,BS   ,Bachelor of Science,12/15/22,BSGS,General Studies
95278540,UG,BS   ,Bachelor of Science,12/15/22,BSMLW,Ministerial Leadership: Worship Ministries (SN)
68271560,UG,BS   ,Bachelor of Science,12/10/21,BSLDO,Organizational Leadership (SN)
68288850,UG,BS   ,Bachelor of Science,6/30/19,BSDMD,Digital Media & Design (SN)
2554930,UG,BS   ,Bachelor of Science,6/30/20,BSDMD,Digital Media & Design (SN)
50559950,UG,BS   ,Bachelor of Science,12/14/18,BSPSY,Psychology
44830310,UG,BS   ,Bachelor of Science,5/4/18,BSCHM,CHURCH MUSIC
86954070,UG,BS   ,Bachelor of Science,4/30/21,BSDMD,Digital Media & Design (SN)
59658480,UG,AML  ,Assoc Min Leadership,9/30/18,AML,Ministerial Leadership (SN)
59681090,UG,BS   ,Bachelor of Science,12/14/18,BSMNL,MINISTERIAL LEADERSHIP (SN)
59682420,UG,BS   ,Bachelor of Science,12/13/19,BSPSO,PSYCHOLOGY (SN)
59683750,UG,BS   ,Bachelor of Science,5/4/18,BSPSY,Psychology
59687740,UG,BS   ,Bachelor of Science,6/20/20,BSKEX,Kinesiology: Exercise Science
59689070,UG,BS   ,Bachelor of Science,12/10/20,BSCHM,CHURCH MUSIC
59690400,UG,BS   ,Bachelor of Science,5/4/18,BSMKT,Marketing
59697050,UG,BS   ,Bachelor of Science,11/30/19,ELEMK,Elementary Education
95309130,UG,BS   ,Bachelor of Science,12/12/23,BSPSY,Psychology
95314450,UG,BS   ,Bachelor of Science,12/22/22,BSPSY,Psychology
74253900,UG,BS   ,Bachelor of Science,5/2/23,BSGRD,Graphic Design
95317110,UG,BBA  ,Bachelor of Busi Admin,5/3/22,BBAMC,MARKETING & COMMUNICATION (SN)
95338390,UG,BSW  ,Bachelor of Social Work,12/7/23,BSW,Social Work
95342380,UG,BME  ,Bachelor of Music Educati,4/27/23,BMED,Music Education
68336730,UG,AML  ,Assoc Min Leadership,10/31/19,AML,Ministerial Leadership (SN)
68340720,UG,AML  ,Assoc Min Leadership,12/10/21,AAMLO,MINISTERIAL LEADERSHIP (SN)
4782680,UG,BS   ,Bachelor of Science,8/20/20,BSMLM,Ministerial Leadership: Christian Ministry (SN)
44878190,UG,BS   ,Bachelor of Science,9/20/20,BSGS,General Studies
59702370,UG,BA   ,Bachelor of Arts,5/4/18,BAMUS,Music
59707690,UG,BS   ,Bachelor of Science,4/3/23,BSLLO,Ministerial Leadership: Missional Leadership
59710350,UG,BA   ,Bachelor of Arts,12/13/19,BAEIC,ENGLISH & INTERCULTURAL STUDIES
59715670,UG,BS   ,Bachelor of Science,6/30/20,BSPSY,Psychology
59717000,UG,BS   ,Bachelor of Science,12/14/18,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
59720990,UG,BS   ,Bachelor of Science,12/13/19,BSMUB,MUSIC BUSINESS
59723650,UG,BA   ,Bachelor of Arts,11/9/21,BAGRD,Graphic Design
59724980,UG,BA   ,Bachelor of Arts,4/24/20,BABCT,BROADCASTING
59727640,UG,BS   ,Bachelor of Science,12/13/19,BSPSY,Psychology
59728970,UG,BS   ,Bachelor of Science,4/26/19,ELEMK,Elementary Education
59735620,UG,BS   ,Bachelor of Science,12/14/18,BSPR,PUBLIC RELATIONS
59736950,UG,BA   ,Bachelor of Arts,4/24/20,BABS,BIBLICAL STUDIES
59738280,UG,BS   ,Bachelor of Science,9/10/20,BSSMB,SPORT MANAGEMENT: BUSINESS
59743600,UG,BS   ,Bachelor of Science,12/13/19,ELEMK,Elementary Education
68348700,UG,BS   ,Bachelor of Science,4/30/21,BSMLM,Ministerial Leadership: Christian Ministry (SN)
2690590,UG,BS   ,Bachelor of Science,5/3/22,BSMCO,MINISTERIAL LEADERSHIP: CHRISTIAN MINISTRY (SN)
2698570,UG,BS   ,Bachelor of Science,12/14/18,BSMNL,MINISTERIAL LEADERSHIP (SN)
4831890,UG,BS   ,Bachelor of Science,12/14/18,BSHUS,Human Services (SN)
87021900,UG,BS   ,Bachelor of Science,12/12/23,BSCSD,Communication Sciences & Disorders
59744930,UG,BA   ,Bachelor of Arts,4/26/19,BAICS,INTERCULTURAL STUDIES
59747590,UG,BS   ,Bachelor of Science,4/24/20,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
59748920,UG,BS   ,Bachelor of Science,8/20/20,BSMLP,Ministerial Ldrsp: Pastoral Care & Counseling
59755570,UG,BS   ,Bachelor of Science,12/10/20,BSPSO,PSYCHOLOGY (SN)
59756900,UG,BS   ,Bachelor of Science,11/24/20,SDBIO,Secondary Biology
59758230,UG,BSW  ,Bachelor of Social Work,12/13/19,BSW,Social Work
59759560,UG,BS   ,Bachelor of Science,12/13/19,BSPSO,PSYCHOLOGY (SN)
59760890,UG,BS   ,Bachelor of Science,12/13/19,BSN,Nursing
59766210,UG,BS   ,Bachelor of Science,4/24/20,BSBPX,BUSINESS & PROFESSIONAL LEADERSHIP (SN)
59767540,UG,BS   ,Bachelor of Science,4/26/19,SDENG,Secondary English
59771530,UG,BS   ,Bachelor of Science,12/13/19,BSKEX,Kinesiology: Exercise Science
59780840,UG,BS   ,Bachelor of Science,6/30/20,BSLDR,Organizational Leadership
59782170,UG,BA   ,Bachelor of Arts,12/17/20,BAMUS,Music
59786160,UG,BS   ,Bachelor of Science,10/4/21,ESED5,Exceptional Student Education 4/1
59787490,UG,BS   ,Bachelor of Science,12/10/20,BSN,Nursing
59788820,UG,BS   ,Bachelor of Science,4/26/19,BSPR,PUBLIC RELATIONS
59790150,UG,BS   ,Bachelor of Science,4/24/20,BSBIM,Biology: Medical Sciences
59791480,UG,BSW  ,Bachelor of Social Work,7/10/20,BSW,Social Work
59794140,UG,BSW  ,Bachelor of Social Work,4/24/20,BSW,Social Work
59800790,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
59802120,UG,BS   ,Bachelor of Science,4/24/20,BSN,Nursing
59803450,UG,BA   ,Bachelor of Arts,4/26/19,BAWM,WORSHIP MINISTRIES
59807440,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
59808770,UG,BSW  ,Bachelor of Social Work,7/10/20,BSW,Social Work
59811430,UG,BBA  ,Bachelor of Busi Admin,5/3/22,BBAMC,MARKETING & COMMUNICATION (SN)
59812760,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
59815420,UG,BS   ,Bachelor of Science,6/30/21,BSN,Nursing
59816750,UG,BS   ,Bachelor of Science,4/24/20,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
59819410,UG,BS   ,Bachelor of Science,12/13/19,BSLDR,Organizational Leadership
59820740,UG,BS   ,Bachelor of Science,4/24/20,ELEMK,Elementary Education
59822070,UG,BA   ,Bachelor of Arts,4/24/20,BAMDS,Multidisciplinary Studies
59824730,UG,BS   ,Bachelor of Science,12/13/19,BSMKT,Marketing
95442130,UG,AA   ,Associate of Arts,10/5/23,AAGN,General Education
68436480,UG,BS   ,Bachelor of Science,4/26/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
43338050,UG,BS   ,Bachelor of Science,7/31/19,BSMNL,MINISTERIAL LEADERSHIP (SN)
59826060,UG,AML  ,Assoc Min Leadership,12/13/19,AML,Ministerial Leadership (SN)
59850000,UG,BS   ,Bachelor of Science,4/30/21,ESED5,Exceptional Student Education 4/1
59851330,UG,BA   ,Bachelor of Arts,4/24/20,BAMDS,Multidisciplinary Studies
59852660,UG,BS   ,Bachelor of Science,4/26/19,BSMGT,Management
59853990,UG,BS   ,Bachelor of Science,4/24/20,BSMGT,Management
59855320,UG,BS   ,Bachelor of Science,8/20/20,ELEMK,Elementary Education
59863300,UG,BS   ,Bachelor of Science,12/13/19,BSPSO,PSYCHOLOGY (SN)
59867290,UG,BA   ,Bachelor of Arts,4/26/19,BAGRD,Graphic Design
59868620,UG,BS   ,Bachelor of Science,4/24/20,BSCYF,"CHILDREN, YOUTH, & FAMILY MINISTRIES"
59872610,UG,BS   ,Bachelor of Science,12/13/19,BSMGT,Management
59873940,UG,BA   ,Bachelor of Arts,7/10/20,BAMDS,Multidisciplinary Studies
95484690,UG,BS   ,Bachelor of Science,12/10/21,BSBST,Business Studies
95495330,UG,BS   ,Bachelor of Science,5/2/23,BSDMD,Digital Media & Design (SN)
2855510,UG,BS   ,Bachelor of Science,4/30/21,ELEMK,Elementary Education
59877930,UG,BA   ,Bachelor of Arts,7/31/20,BAENG,ENGLISH
59879260,UG,BS   ,Bachelor of Science,4/24/20,BSSMB,SPORT MANAGEMENT: BUSINESS
59880590,UG,BA   ,Bachelor of Arts,12/13/19,BAMDS,Multidisciplinary Studies
59883250,UG,BS   ,Bachelor of Science,4/26/19,BSMKT,Marketing
59885910,UG,BS   ,Bachelor of Science,4/24/20,BIOPR,BIOLOGY: PRE-MED
59888570,UG,BS   ,Bachelor of Science,12/14/18,BSLDR,Organizational Leadership
59892560,UG,BS   ,Bachelor of Science,4/26/19,BSKPT,Kinesiology: Pre-Physical Therapy
59893890,UG,BS   ,Bachelor of Science,12/14/18,BSLDR,Organizational Leadership
59895220,UG,BS   ,Bachelor of Science,4/24/20,ELEMK,Elementary Education
59897880,UG,BA   ,Bachelor of Arts,7/10/20,BAICS,INTERCULTURAL STUDIES
59899210,UG,BS   ,Bachelor of Science,12/10/21,BSMAT,Mathematics
59900540,UG,BS   ,Bachelor of Science,4/24/20,BSMDM,MEDIA MINISTRY
59907190,UG,BS   ,Bachelor of Science,4/26/19,BSGRD,Graphic Design
59908520,UG,BBA  ,Bachelor of Busi Admin,4/30/21,BBA,Business Administration (SN)
59909850,UG,BA   ,Bachelor of Arts,12/13/19,BACOM,COMMUNICATION
59915170,UG,BS   ,Bachelor of Science,12/10/20,ELEMK,Elementary Education
59916500,UG,BS   ,Bachelor of Science,4/24/20,BSSMC,SPORT MANAGEMENT: COACHING
59917830,UG,BS   ,Bachelor of Science,12/13/19,BSLDR,Organizational Leadership
56123340,UG,BS   ,Bachelor of Science,4/24/20,BSPSO,PSYCHOLOGY (SN)
56124670,UG,BA   ,Bachelor of Arts,12/13/19,BAMDS,Multidisciplinary Studies
59919160,UG,BS   ,Bachelor of Science,4/24/20,BSMGT,Management
59920490,UG,BBA  ,Bachelor of Busi Admin,4/26/19,BBA,Business Administration (SN)
59923150,UG,BS   ,Bachelor of Science,12/13/19,BSACT,Accounting
59931130,UG,BSW  ,Bachelor of Social Work,6/30/20,BSW,Social Work
59932460,UG,BS   ,Bachelor of Science,4/24/20,BSMGT,Management
59935120,UG,BM   ,Bachelor of Music,12/10/21,BMPV,MUSIC PERFORMANCE: VOCAL
59936450,UG,BS   ,Bachelor of Science,4/24/20,BSPSY,Psychology
59937780,UG,BS   ,Bachelor of Science,4/24/20,BSFIN,Finance
59941770,UG,BS   ,Bachelor of Science,12/10/20,BIOPR,BIOLOGY: PRE-MED
59947090,UG,BS   ,Bachelor of Science,8/10/20,BSLDR,Organizational Leadership
59948420,UG,BS   ,Bachelor of Science,12/13/19,BSSMB,SPORT MANAGEMENT: BUSINESS
